publisher_id,author_id,category_id,description_embedding_0,description_embedding_1,description_embedding_2,description_embedding_3,description_embedding_4,description_embedding_5,description_embedding_6,description_embedding_7,description_embedding_8,description_embedding_9,description_embedding_10,description_embedding_11,description_embedding_12,description_embedding_13,description_embedding_14,description_embedding_15,title_embedding_0,title_embedding_1,title_embedding_2,title_embedding_3
1421,97,468,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-1.2759445,-0.16205156,0.51673627,0.42477727
1321,1108,408,0.63710856,-0.42869544,-0.36293697,-0.04369101,-0.113003016,0.25616503,0.025382042,0.06407854,0.13710955,0.022766352,0.1104095,0.013887048,0.013608694,-0.005710915,-0.001657009,0.019175917,1.5972719,-0.71599734,0.49661016,-0.52518916
520,4191,400,0.65415,-0.48306167,-0.36112785,0.09571168,-0.09422898,0.24230385,0.11337197,0.04554665,0.010686278,-0.004600048,-0.018983126,-0.14379069,0.17053306,-0.007697932,0.06851363,-0.052674204,0.37774467,0.08826363,-0.3684709,-0.545084
1421,2478,408,1.2382176,-0.40756226,0.72815657,0.12726456,0.21119452,-0.13677478,-0.039868772,0.2263929,0.30151913,-0.00925827,-0.07790804,-0.06907931,0.14740384,0.004977234,-0.19247615,-0.16148373,2.4041061,-1.1312662,0.62998366,-0.5362916
167,754,356,0.3784523,-0.382195,-0.39115477,-0.15756264,0.05602646,-0.02866888,-0.069030344,-0.08924696,-0.08248022,-0.5618613,-0.24828005,0.05534333,0.18975961,0.048257265,-0.3723839,0.27173313,1.8143172,0.10168815,-0.2761401,0.6959417
900,1312,356,1.2121105,-0.47782922,0.3825407,0.12883508,0.18922281,-0.1629417,-0.12070805,-0.03780654,0.052971095,0.18977642,-0.086024284,0.08403599,-0.01773119,0.1352393,0.003119469,-0.003920972,0.7730174,0.99895126,0.4242034,0.2195437
1421,2147,629,-1.1615,0.19920874,-0.5545888,0.9433013,-0.5625243,-0.39652705,0.13705891,-0.014306754,0.0910286,-0.018926859,-0.07246876,0.027319074,-0.021208525,0.068058364,-0.05382073,0.07111937,-0.72100735,0.14350784,-0.26188195,0.14867854
556,1123,356,-0.020703793,0.84400964,-0.14723921,0.6023315,0.3555193,0.26229644,-0.24038452,-0.097328454,0.092978805,-0.24750972,-0.0675149,-0.17807555,-0.112371325,-0.051328324,-0.000340641,-0.11421445,-1.1732578,-0.3817166,-0.5849922,-0.546293
449,2536,356,0.7768426,-0.4058602,-0.1694417,-0.054458886,-0.06901741,0.16151929,0.25497538,-0.048519105,0.025813103,-0.06651974,0.088992596,0.06481117,-0.020158172,0.120980486,-0.043252885,0.020928323,0.9194398,0.8225018,0.07319355,0.016223669
1033,495,356,0.8618672,0.71458554,0.4704814,-0.48089734,-0.14158344,-0.31561518,0.053003132,0.12559396,-0.06572628,-0.014209747,-0.09308243,0.12155408,-0.12066114,-0.100653104,0.107735515,0.10407302,-0.16270065,0.53988683,0.30922115,0.12055755
172,5132,596,0.61201906,0.3043716,0.5302534,0.5205052,-0.16023636,-0.21434736,0.25065738,-0.20290121,-0.099514425,-0.06564212,-0.09641242,-0.13564068,0.18566394,-0.08804486,0.011089027,-0.007126302,-1.2539291,-0.19712245,-0.21014076,-0.095867634
1321,2157,538,1.0528929,-0.46015286,0.007604599,0.033327222,-0.028614521,0.13075852,0.038755953,0.11716595,0.17013916,0.072570324,0.02658391,-0.003000796,-0.07190728,-0.11118952,-0.10335308,0.14654195,0.5361848,0.78014684,0.43861818,-0.20178628
1421,4916,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,0.99820375,-0.49702156,-0.24564558,-0.38343978
762,621,311,-0.23702097,0.28213263,0.32583666,1.0240107,-0.1885562,-0.04711461,0.45424098,-0.09542796,0.053400815,-0.2742262,0.024884462,-0.21613699,-0.10255742,0.0452898,0.27008867,0.2323614,1.2905688,0.3447827,-0.07538855,0.02901721
959,2117,356,1.1420095,-0.4427774,0.34800386,0.10939559,0.09742379,-0.12068415,0.047548473,0.116773695,0.11039552,0.049450636,-0.014065027,-0.09349242,0.0902555,-0.04081028,-0.05602491,-0.049845546,-0.64462304,0.25071704,-0.008475065,0.2020452
1053,4071,356,1.0400672,0.8023515,0.8766136,-0.4024848,-0.47559404,-0.034315586,-0.16783792,0.47630456,-0.0701119,-0.3465097,0.077055216,0.20451659,0.12431848,0.17912668,-0.15479171,-0.19300756,0.6929097,0.70328474,-0.28738183,-0.23292232
245,4751,558,-1.303597,-0.082713604,-0.4947996,0.738173,-0.4111445,-0.5299549,-0.038727224,0.014130443,0.19723293,0.037846327,0.024812937,-0.019904077,0.010217071,0.05419434,0.04553765,-0.002912074,-1.1392636,-0.32384026,-0.3633176,-0.5935254
132,427,293,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-1.3141563,-0.29410636,-0.23637605,-0.40518785
1421,4864,88,-0.85652316,0.1532669,-0.31346273,0.8865167,-0.4210372,-0.29756165,0.15427786,-0.108290344,0.10436121,-0.119381905,0.031766176,0.054907203,-0.13748312,0.05966317,-0.00223881,0.074225515,1.9148774,-0.36072814,-0.19008613,0.53670955
1421,5261,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,1.9952579,-0.54268825,-0.64879346,0.7109759
179,2754,472,0.5975957,-0.4560734,-0.44756174,-0.044094205,-0.18253994,0.2462182,0.12866467,0.033412308,0.04576826,0.04665613,0.062562704,-0.055810988,0.021871328,-0.07334147,-0.13660598,-0.16011879,0.030509949,0.47713363,-0.22625953,-0.06124568
1033,3242,356,1.0498414,-0.50663173,0.14985609,0.15792635,0.11483693,-0.11024904,0.016304195,-0.087902755,-0.26192728,0.14712882,-0.05821109,-0.09869668,0.03574109,0.04165554,-0.023262203,-0.10478589,-1.586932,-0.458171,-0.41197062,0.09082937
1421,5265,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-1.204562,-0.069021344,-0.04679686,0.05712247
122,1117,356,0.16385889,0.89472437,-0.16631842,-0.124643415,0.10593748,0.11763883,-0.14024776,-0.28482416,0.12969998,-0.008792639,-0.11281419,-0.07023829,-0.030577302,0.10614323,0.01942581,-0.05118701,-0.08569455,-0.16732275,-0.21944177,0.07481146
315,5032,356,0.6368177,-0.53381157,-0.34643507,0.051789433,0.027525902,-0.08330345,-0.08596116,-0.15919301,-0.26248634,-0.07291603,-0.071493864,-0.14170623,0.054530144,-0.016478948,0.061758816,-0.06286481,-2.0002093,-0.5812086,0.12218571,0.05080104
540,3254,562,1.0696535,-0.42753637,0.003098488,0.095601946,-0.013364315,0.32615066,0.27772194,0.03636515,0.09169051,0.06102085,-0.20773506,-0.15272522,0.047439575,0.000828616,-0.020874262,0.08314124,0.5895581,-1.709555,0.35427845,-0.8641312
520,122,356,1.2229517,-0.37774658,0.49570417,0.092517585,0.23933983,-0.11646485,0.019885898,-0.004055858,-0.062701374,0.12840414,-0.13519788,0.04702121,0.12571597,0.16094357,0.025800705,-0.14540145,-0.87651443,-0.13750064,0.7230921,0.14254308
174,2167,356,0.6928122,-0.44651937,-0.18138456,-0.048059255,0.010822296,0.014587879,-0.008774579,0.002707452,-0.017612249,-0.028900623,-0.15421104,0.09371865,0.07427311,0.017701022,0.022756219,0.048648745,-1.3109422,-0.3329445,0.42622507,0.24754643
944,4344,408,-0.76613486,0.016570091,-0.45215845,0.69812465,-0.2986896,-0.30968213,-0.17285591,-0.036779314,0.21649644,-0.20316553,-0.026872396,-0.07597813,-0.066037655,-0.016374767,0.0738197,-0.037921697,-1.7724888,-0.48164785,-0.104515254,-0.02493453
1421,1240,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,1.2725515,0.4409355,-0.03773439,-0.5841119
1033,5299,356,1.1464391,-0.1523807,0.3834076,-0.100016266,-0.055085897,-0.08099651,-0.009414732,0.14553604,0.040641874,-0.01671362,-0.19152641,0.050014794,-0.14745498,-0.13680232,0.08310282,0.002425879,1.685215,-0.16648495,-0.4700852,0.5724399
568,3897,408,0.72746897,-0.4488194,-0.25099754,-0.09451911,-0.057765722,0.16370988,0.14195102,-0.028734863,0.023060828,0.073536634,0.0748477,-0.023720503,-0.04864669,0.008641012,-0.07331419,-0.09595391,-0.2964375,0.07253587,-0.35521954,-0.37198734
1033,4872,356,1.0703001,-0.42490482,0.13688707,0.14808166,0.07967305,0.002159596,0.021574676,-0.017813891,0.016871005,-0.03563571,-0.30595684,-0.00162518,0.12215638,0.13718803,0.104887605,-0.07398924,-1.0519414,-0.038647413,0.6124283,0.7206247
1421,1792,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,0.43425417,0.866897,0.21951115,0.27481532
746,767,356,-0.13725185,1.1418715,-0.53141594,-0.61979413,-0.542639,-0.045523643,0.006654024,-0.06755647,0.072232395,0.1652925,-0.014276266,0.044715047,-0.15962589,0.013561688,-0.000501156,-0.089820236,-0.9581661,-0.077867985,0.4579264,0.51938605
793,450,596,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,0.30661035,-0.32592404,-0.46016538,0.061932802
1241,2939,356,0.3801148,-0.5013559,-0.47010517,-0.07448426,-0.038251877,0.053697348,-0.13369459,-0.05440077,-0.06086114,-0.07000828,0.11320591,0.1162833,-0.075932264,0.029404119,0.03513789,-0.1315194,-2.0251443,-0.52659667,0.1069082,0.35517192
946,2320,612,0.38017726,-0.55640626,-0.5120864,-0.055806965,-0.021954536,0.027160883,-0.1833424,-0.005359292,-0.08178666,-0.02354908,0.06775808,-0.005307078,-0.07265878,-0.06361946,-0.009984672,0.031446874,0.18588972,0.66407526,0.21261394,-0.05309844
801,4618,551,1.0726528,-0.46708357,0.05430031,0.1125935,-0.035812616,0.20497227,0.175767,0.11124271,0.21407297,0.1899271,-0.20273447,-0.06488761,0.10156357,-0.019331068,-0.074935675,0.13275746,0.7527933,0.9597102,0.26090944,0.19300342
1321,4642,143,0.6120446,0.92499876,0.20226526,-0.4858419,0.00939846,-0.2438345,-0.07820541,-0.13689837,0.15146789,0.017395496,0.028587818,-0.2545982,-0.1248157,0.048362337,-0.030503392,0.13283911,-1.9601448,-0.42842996,0.14097893,-0.049543858
185,2684,458,0.84472656,-0.41442513,-0.1331811,0.013248116,-0.0971334,0.20910573,0.27647787,0.035577863,0.018856108,-0.06435537,0.059608936,-0.034080565,0.06258273,0.03854437,-0.010868847,-0.036306053,-0.39166665,0.24852836,-0.56345344,-0.19584012
1421,2304,49,0.9276929,-0.084355354,0.27603054,-0.26047072,-0.14370227,-0.120501995,0.06720227,0.18077958,0.061057717,-0.050233364,-0.08116794,-0.050459594,-0.09962368,-0.16519463,-0.039850116,-0.09817961,1.7841353,-0.19505334,-0.34124517,0.44500232
304,1312,629,1.1750195,-0.52049804,0.30446577,0.03970641,0.12792778,-0.042317152,-0.06298214,0.079675764,0.20239869,0.020717144,0.007091999,0.05329597,-0.0133605,0.009206891,0.06054616,-0.034821123,2.34691,-0.9420012,0.35820246,-0.01194787
343,87,356,-0.15394068,0.9071641,-0.582191,-0.5088718,-0.5085602,-0.17515635,0.12425947,0.022459298,0.1389952,0.2077334,-0.11805034,0.004007757,-0.01684928,0.14759696,0.017205834,0.000517666,-1.0532811,-0.010441899,0.107732296,0.57821345
542,3178,356,0.91841674,-0.37249327,-0.04623413,0.046690077,0.08525658,0.08370924,0.094275296,-0.12713513,-0.06664446,-0.14909339,0.02366805,0.23863351,-0.14937794,0.1403448,0.11439085,0.027465075,0.7168088,0.85722303,0.46804452,-0.3170092
1421,4462,346,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,0.85954905,1.0056193,0.4944495,-0.18058658
1142,1719,356,0.648746,-0.2436614,-0.2242384,-0.19686005,0.064807415,0.05755496,0.15658909,-0.10709342,0.003407061,-0.5776365,-0.21872187,0.13540882,0.15289032,0.111843504,-0.5219624,0.32188594,-0.6653664,-0.051520467,0.4561782,0.1357181
1386,809,356,0.19551396,-0.532838,-0.6278343,-0.057795167,-0.14219522,0.026984215,-0.18954223,0.052431196,-0.03771034,0.06412482,0.1318593,-0.10088098,0.01851821,-0.09030213,-0.01340425,-0.08556071,-1.5698762,-0.16919208,0.08749235,0.38230586
1421,4123,154,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-1.536099,-0.35836136,0.1803776,0.20059323
1421,1708,299,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-0.22977972,0.107645154,0.75488734,0.25054812
10,3298,472,0.8466182,-0.48012185,-0.21414042,-0.008890182,-0.10721946,0.07480931,0.082615316,-0.029716998,0.018105865,0.002603293,0.07204819,-0.09967849,-0.06290853,-0.022286564,-0.15520453,-0.12952575,-0.97235775,-0.11702573,-0.61399245,-0.26272607
959,2195,356,0.6698606,-0.26547813,-0.19955587,-0.17425159,-0.09519744,0.117173195,0.2338525,0.001598239,-0.004464805,-0.078243256,0.15131664,0.1526199,-0.07711959,0.03721237,0.019651532,-0.055639118,-1.013211,-0.1572541,0.55329466,0.26073384
522,1635,533,0.9727826,0.29392695,0.5973191,-0.39889053,-0.37609696,-0.059007406,0.06008953,0.4503974,0.1536198,-0.15875816,-0.06551647,-0.09016189,-0.050507784,-0.13255581,-0.11319393,-0.096101254,1.9067578,-0.78339946,0.4430846,-0.4526155
828,1216,562,0.96651506,-0.04246044,0.107287884,-0.21651414,-0.06992936,-0.015000105,0.371187,0.19624823,0.011121094,-0.06604743,0.06798148,-0.22186404,0.22409105,-0.057504915,0.16790831,-0.19436356,0.7220931,-1.0305394,-0.40866846,-0.41163635
1421,4483,46,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,1.4749188,-1.0601991,0.76662886,-0.92790294
429,1655,356,-0.5743251,1.0468102,-0.8608856,0.061691016,0.2901163,-0.10254645,-0.09489262,0.109624386,0.026481241,0.06814027,-0.13306046,0.10083091,0.030664325,-0.223986,-0.035649717,-0.061475128,-1.5546296,-0.3851205,-0.16704029,-0.28320432
1142,661,356,0.43523026,-0.299515,-0.30789852,-0.16617808,0.003993034,-0.049932957,0.025445282,-0.05338034,-0.1829035,-0.6440301,-0.19985127,-0.022346795,0.18059385,0.13612884,-0.41631535,0.21308085,-0.07010651,0.24260819,-0.68987656,-0.44722152
959,1698,537,1.028471,0.085287094,0.39817333,-0.3757079,-0.19168448,-0.21872091,0.2212385,0.114721745,0.11906436,-0.1400125,0.11377239,0.126203,-0.21216977,-0.09354932,-0.05844426,-0.09200457,-1.1613736,0.014314294,-0.029042482,0.14500165
258,3518,546,0.9338417,-0.18725133,0.13601303,-0.09740916,-0.066502094,-0.032664537,0.19466633,0.1485363,0.06717214,0.01590228,-0.07818627,-0.17872572,0.08252704,-0.11322602,-0.03762734,-0.27603266,-0.7606664,-0.112686396,0.7256508,0.12352133
900,4346,143,1.098144,-0.4260111,0.12392187,0.098900646,0.025943518,0.18250704,0.038905203,0.052199095,0.29099903,0.10952282,-0.046806812,0.12737578,-0.007316947,0.005312227,-0.033551097,0.14434382,-0.8587198,-0.35444987,-0.52932316,-0.15325522
1421,5322,573,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-1.2922513,-0.23782551,-0.2994179,-0.39762425
542,3415,356,0.2626977,-0.43014753,-0.5267701,-0.07373974,-0.1252191,-0.055058002,-0.011690855,-0.1500121,-0.23975009,-0.014892101,-0.08450389,-0.023598373,0.0698632,-0.020469382,0.025523663,-0.091552466,-0.25614643,0.35143697,0.2708608,-0.59887004
1421,5312,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-0.31869006,0.27369153,-0.4343518,-0.030783892
1421,2898,182,0.8581114,1.1808426,1.4027634,0.46476933,-0.035265446,0.04292679,-0.5030187,-0.31331846,-0.0874556,-0.2884407,0.27082515,-0.107042074,0.30372572,-0.12441736,0.12893999,-0.119229704,-0.081293106,0.5179323,-0.41553867,-0.13843727
709,374,356,0.30803347,0.60393167,-0.17039919,0.038387984,0.26042295,0.054956436,-0.13499755,-0.3281093,0.18079439,-0.21040368,-0.040883064,-0.10838014,-0.034730077,0.008453526,0.020476043,-0.06853095,0.31965256,-1.2602807,-1.4548329,0.18714547
298,2504,356,0.97758245,0.08381891,0.34736967,-0.32610968,-0.14017487,-0.13408184,0.1687997,0.28159353,0.085853666,-0.12859702,-0.005871058,0.05620253,-0.08955383,-0.10654535,0.053837955,-0.08038321,-2.0461621,-0.6086935,-0.14939022,0.324188
131,4499,356,1.0185173,-0.35962915,0.08934021,-0.026590168,0.045187473,0.045516968,0.20416176,-0.07386872,-0.16687205,0.020179749,0.43087745,-0.083215415,-0.001951098,-0.027246557,0.086125016,-0.004140258,-0.5005207,0.16333926,-0.5004728,0.17322326
1421,3216,256,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,1.0490417,0.45507956,0.078244925,-0.26282144
974,5301,356,-1.1723619,0.12116933,-0.33607435,0.8427913,-0.38903475,-0.51165915,-0.031187952,0.12561879,0.21162978,-0.05981326,0.07266712,-0.13184136,-0.10237479,0.031068586,0.09217161,0.120383054,1.7113667,-0.009484887,-0.16512847,0.4891889
539,2357,356,0.18324256,0.8929701,-0.09093857,-0.25236025,-0.45937037,0.00628686,-0.20215231,-0.0886651,-0.3022163,-0.036853552,-0.08646965,-0.019830346,0.08977902,-0.17808717,0.06716168,0.04771796,-0.91478825,-0.2173866,-0.99862635,-0.1849401
488,3167,453,0.8123114,-0.5122652,-0.2410078,0.041846782,0.023968935,0.03790903,-0.03869909,-0.000251025,0.07132861,-0.1455555,0.056248188,0.007797241,0.11134803,0.13317868,0.08267164,-0.04053369,-0.6816318,-0.016537547,0.38028228,0.50947833
1258,5135,629,0.38763523,-0.42120123,-0.44400787,-0.119060725,0.02170229,0.11434007,0.07187641,-0.02665466,-0.060197026,-0.5073161,-0.253824,0.000568092,0.24953449,0.06176348,-0.41260907,0.26111722,-0.8037591,0.08246386,0.37303615,0.54014707
1421,1104,629,-1.1319077,0.29042435,-0.40746832,0.8292261,-0.74750686,-0.3816676,0.3094648,-0.081673175,-0.020189077,0.056972265,0.040862083,0.15128255,0.06632793,0.11787862,-0.13062239,-0.016115904,-1.0237367,-0.16964841,-0.69826674,-0.36000562
1421,2101,629,-1.8407457,-0.30723596,0.21409082,-0.10798964,0.05589509,0.043212652,0.010360599,-0.006113917,-0.005695909,0.005845547,-0.001997709,0.002531588,0.006162047,-0.005367056,0.002058625,-0.000594944,-1.5127454,-0.31639874,-0.25510043,0.2574923
534,1618,453,0.1096282,1.5587928,-0.36910486,-0.100314915,0.5597353,-0.08699703,0.11043668,-0.045711428,-0.068668425,0.19906473,-0.051810265,-0.044463366,0.06516445,0.13532564,-0.0635705,0.060578644,2.3590102,-1.4135021,-0.78089666,0.773566
1421,816,407,0.3618889,1.0971794,-0.08166456,-0.5130913,-0.15833712,0.048479795,0.042788267,-0.29049632,0.17594144,0.007792473,0.022485256,-0.048734903,-0.20435798,0.09492802,0.08629835,-0.022542447,-0.2554984,-0.79600394,0.08861804,-0.8325708
1421,734,356,0.62916565,0.8754573,0.41121292,0.43123862,-0.0785532,0.32596707,0.008872092,-0.32793579,-0.08983812,0.027804613,-0.17894793,0.022892177,0.09694505,-0.14881006,0.085483074,0.008831233,0.70766354,0.9862495,0.552716,-0.10157418
